"N","lambda_bar","D","cv","cap","compliance","decay","phi","trigger_link","trigger_mode","model","beta1","beta_l2","beta_cross","grid","power","mcse_power","power_all","type_s","type_m","bias","rel_bias","emp_se","rmse","coverage","ci_width","conv_rate","R_converged","R_total","mean_n","sd_n","below_k","master_seed","R_requested"
60,1,7,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",0.891891891891892,0.029472959827366,0.099,0,1.18227048880927,0.0211098210160914,0.105549105080457,0.0764375261927155,0.0789663412993393,0.891891891891892,0.271937593773576,0.111,111,1000,5.24676666666667,1.1385256920007,1,20260709,1000
90,1,7,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",0.928571428571429,0.0486703674192319,0.026,0,1.17300180139517,0.0250351322997119,0.12517566149856,0.0676729625139388,0.0710128826027725,0.928571428571429,0.225005254476502,0.028,28,1000,5.25025555555556,1.14351633149751,1,20260709,1000
120,1,7,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,0.016,0,1.15888131605286,0.0317762632105711,0.158881316052856,0.0481932811013278,0.0564549486359001,0.875,0.19851837222052,0.016,16,1000,5.25170833333333,1.14216580389224,1,20260709,1000
150,1,7,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,0.007,0,0.953912596627405,-0.00921748067451905,-0.0460874033725953,0.0185127810577531,0.0194608472317762,1,0.162236866246892,0.007,7,1000,5.25002666666667,1.14440242213811,1,20260709,1000
20,2,7,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",0.734468937875752,0.0139790968043844,0.733,0,1.17950750079235,0.00100633560555302,0.00503167802776511,0.0789722386609878,0.0789390782678293,0.945891783567134,0.300625985873473,0.998,998,1000,10.5045,1.59280750591073,0.25585,20260709,1000
40,2,7,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",0.952,0.00675988165576884,0.952,0,1.02688429972961,-0.000531437542076796,-0.00265718771038398,0.0545112677393059,0.0544865970500716,0.943,0.212648472747746,1,1000,1000,10.515475,1.60856082847462,0.2537,20260709,1000
60,2,7,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",0.994,0.00244213021765835,0.994,0,1.00295751349234,-0.000153249265678446,-0.000766246328392228,0.0431868590514052,0.0431655322597631,0.952,0.173716543648354,1,1000,1000,10.4959,1.60897023139691,0.260033333333333,20260709,1000
90,2,7,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,1.00792636805942,0.00158527361188349,0.00792636805941743,0.0365358397297257,0.0365519604070149,0.943,0.141647425608747,1,1000,1000,10.5036555555556,1.6124666106576,0.2557,20260709,1000
120,2,7,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,1.00170277138513,0.0003405542770262,0.001702771385131,0.0316633037886546,0.0316493004539029,0.952,0.122774318388145,1,1000,1000,10.4878,1.61928947652181,0.260875,20260709,1000
150,2,7,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,1.00266110796631,0.000532221593262883,0.00266110796631441,0.0266949252491725,0.0266868820743298,0.96,0.109793610130537,1,1000,1000,10.5001066666667,1.61473910705533,0.257686666666667,20260709,1000
20,3,7,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",0.909,0.00909499862561837,0.909,0,1.04718585050283,-0.00121417128841278,-0.0060708564420639,0.058678769321194,0.0586619892519718,0.958,0.235571578271096,1,1000,1000,15.7289,1.95136007636165,0.0015,20260709,1000
40,3,7,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",0.998,0.00141279864099595,0.998,0,1.00686116072572,0.00112894262585303,0.00564471312926515,0.0432079753587192,0.0432011193942651,0.947,0.167228580429215,1,1000,1000,15.7475,1.97750366594812,0.00175,20260709,1000
60,3,7,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,0.999068868624346,-0.000186226275130763,-0.000931131375653815,0.0354168125046092,0.0353995895118038,0.951,0.136525372064188,1,1000,1000,15.7447166666667,1.96965471088379,0.00148333333333333,20260709,1000
90,3,7,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,0.999242435907727,-0.00015151281845463,-0.00075756409227315,0.0291302565369233,0.0291160819856521,0.946,0.111382146329871,1,1000,1000,15.7476666666667,1.98161328398983,0.00204444444444444,20260709,1000
120,3,7,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,1.00422631117256,0.000845262234512645,0.00422631117256322,0.0247498834269014,0.0247519421694674,0.946,0.096412545832125,1,1000,1000,15.7435166666667,1.97995830484099,0.00190833333333333,20260709,1000
150,3,7,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,1.00019122581464,3.82451629284686e-05,0.000191225814642343,0.0213890161709023,0.0213783531975418,0.956,0.0862902243529765,1,1000,1000,15.7434666666667,1.98335674591035,0.00176,20260709,1000
20,5,7,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",0.996,0.00199599599197994,0.996,0,1.0089364953554,0.00121559273862656,0.00607796369313282,0.0453411658006031,0.0453347897375495,0.947,0.178285357760176,1,1000,1000,26.25505,2.52878746013182,0,20260709,1000
40,5,7,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,0.995632487291371,-0.000873502541725829,-0.00436751270862915,0.0322358639987052,0.0322315805306795,0.954,0.126116189525424,1,1000,1000,26.2305,2.53998000691003,0,20260709,1000
60,5,7,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,1.00261690642385,0.000523381284770197,0.00261690642385098,0.02709410772665,0.0270856144622761,0.942,0.102652333206239,1,1000,1000,26.2486666666667,2.55356198216232,0,20260709,1000
90,5,7,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,0.997742186292498,-0.000451562741500405,-0.00225781370750203,0.021098744786437,0.0210930268913959,0.957,0.0838198268013978,1,1000,1000,26.2455666666667,2.54581839916525,0,20260709,1000
120,5,7,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,1.00300497820915,0.000600995641830748,0.00300497820915374,0.0184760078916558,0.0184765446040761,0.953,0.0727001370152475,1,1000,1000,26.2426833333333,2.55244114563562,0,20260709,1000
150,5,7,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,1.00457688933345,0.000915377866690353,0.00457688933345177,0.0166631206789518,0.0166799234953095,0.957,0.0649919221106334,1,1000,1000,26.2500266666667,2.56055023398587,0,20260709,1000
20,8,7,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,0.988538345980336,-0.0022923308039329,-0.0114616540196645,0.0351752761969294,0.035232336510504,0.955,0.138641217800202,1,1000,1000,42.00765,3.18014872795146,0,20260709,1000
40,8,7,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,0.99530434305996,-0.000939131388007969,-0.00469565694003984,0.0248275326519014,0.0248328801987927,0.952,0.0980896162917086,1,1000,1000,41.99055,3.20774225521545,0,20260709,1000
60,8,7,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,0.996553375984236,-0.000689324803152758,-0.00344662401576379,0.0201684929275071,0.020170188584745,0.946,0.0799760020330613,1,1000,1000,42.02685,3.22028744003966,0,20260709,1000
90,8,7,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,0.999819085692922,-3.6182861415629e-05,-0.000180914307078145,0.0164857425049175,0.0164775372987581,0.96,0.0653289372962783,1,1000,1000,42.0103444444444,3.23333228254168,0,20260709,1000
120,8,7,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,0.997921313881176,-0.000415737223764784,-0.00207868611882392,0.0148325057976553,0.0148309157656722,0.941,0.0565702502634522,1,1000,1000,41.9820333333333,3.22973366372095,0,20260709,1000
150,8,7,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,0.99900461945361,-0.000199076109278079,-0.000995380546390395,0.0128316795757323,0.0128268070863647,0.96,0.050592186459668,1,1000,1000,42.0024866666667,3.23010974675329,0,20260709,1000
20,1,14,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",0.73030303030303,0.0141049641749638,0.723,0,1.17389447837799,0.000840818796559811,0.00420409398279906,0.0760333054333209,0.0759995464016005,0.955555555555556,0.301439199057346,0.99,990,1000,10.50245,1.59615670093399,0.25575,20260709,1000
40,1,14,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",0.9518555667001,0.00677970797030514,0.949,0,1.03057538837915,0.000288480385604445,0.00144240192802222,0.055576578412243,0.0555494485906602,0.937813440320963,0.212791512086188,0.997,997,1000,10.506325,1.61583560722215,0.259125,20260709,1000
60,1,14,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",0.997,0.00172945077987204,0.997,0,1.0143008951372,0.00250201375067255,0.0125100687533627,0.0432807956057447,0.043331444861746,0.958,0.1738408891841,1,1000,1000,10.4971833333333,1.6200170588646,0.258516666666667,20260709,1000
90,1,14,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",0.999,0.000999499874937461,0.999,0,1.01345353383888,0.00254038674954696,0.0127019337477348,0.0359906406823618,0.036062230315767,0.951,0.141911742745704,1,1000,1000,10.5040222222222,1.61836323576326,0.257744444444444,20260709,1000
120,1,14,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,0.996120783919482,-0.000775843216103606,-0.00387921608051803,0.0318217394726021,0.0318152858333078,0.949,0.122573005367483,1,1000,1000,10.50105,1.61144647693246,0.257633333333333,20260709,1000
150,1,14,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,1.00803876979342,0.00160775395868371,0.00803876979341853,0.0292846980519035,0.0293141743742312,0.955,0.10961587907295,1,1000,1000,10.5061933333333,1.61608774654299,0.25802,20260709,1000
20,2,14,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",0.966,0.00573096850453743,0.966,0,1.01292160546263,-0.00145887487601803,-0.00729437438009017,0.0506012917755597,0.0505970212021404,0.956,0.20179371524193,1,1000,1000,21.0073,2.28412462722635,0,20260709,1000
40,2,14,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,1.0025155558262,0.000503111165239573,0.00251555582619786,0.036826479784263,0.0368115001668231,0.948,0.142225117328038,1,1000,1000,21.007075,2.28924554220955,2.49999999999998e-05,20260709,1000
60,2,14,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,1.00101720115125,0.000203440230250762,0.00101720115125381,0.0297673129211563,0.0297531210724989,0.953,0.116247808581698,1,1000,1000,20.9780166666667,2.2830238085733,0,20260709,1000
90,2,14,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,1.00083538405116,0.000167076810231093,0.000835384051155463,0.02384724523323,0.0238359041944944,0.951,0.094698839423923,1,1000,1000,20.9996444444444,2.29330862880998,0,20260709,1000
120,2,14,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,0.996273793935172,-0.000745241212965542,-0.00372620606482771,0.0200556429190999,0.0200594608240363,0.96,0.08213992558436,1,1000,1000,21.0024083333333,2.29061852012722,0,20260709,1000
150,2,14,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,1.00129245222081,0.000258490444161846,0.00129245222080923,0.0186281327814933,0.0186206106479821,0.951,0.0733894340239334,1,1000,1000,20.9981266666667,2.27926613307192,0,20260709,1000
20,3,14,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",0.994,0.00244213021765835,0.994,0,0.996219970139939,-0.00149574202166605,-0.00747871010833026,0.0424835564162188,0.0424886450407595,0.941,0.161680997808268,1,1000,1000,31.51235,2.76272186732621,0,20260709,1000
40,3,14,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,1.00202368226544,0.000404736453088361,0.00202368226544181,0.029494025803451,0.0294820533907154,0.953,0.114182921516347,1,1000,1000,31.4665,2.80371321704737,0,20260709,1000
60,3,14,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,1.00110202457165,0.000220404914329481,0.0011020245716474,0.0241536305021496,0.0241425567596764,0.947,0.0932069134422831,1,1000,1000,31.4940833333333,2.78607106329001,0,20260709,1000
90,3,14,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,0.998478053806021,-0.000304389238795721,-0.00152194619397861,0.0198919971724341,0.0198843786114958,0.947,0.0761105696346089,1,1000,1000,31.5080555555556,2.79917923640455,0,20260709,1000
120,3,14,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,0.99917992523908,-0.000164014952184044,-0.00082007476092022,0.016796265109753,0.0167886660583862,0.958,0.0659138413752024,1,1000,1000,31.5080333333333,2.80223725602988,0,20260709,1000
150,3,14,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,0.999312617927223,-0.000137476414555304,-0.000687382072776521,0.0153277641128258,0.0153207151305117,0.946,0.0589030528450047,1,1000,1000,31.50306,2.8025652568284,0,20260709,1000
20,5,14,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,0.994634932389068,-0.00107301352218644,-0.00536506761093222,0.0325656713405973,0.0325670659552366,0.942,0.123423703942747,1,1000,1000,52.54225,3.5679906392982,0,20260709,1000
40,5,14,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,1.00279059181994,0.000558118363988336,0.00279059181994168,0.022982580737599,0.0229778657505678,0.949,0.0872282135799954,1,1000,1000,52.501675,3.58070246289503,0,20260709,1000
60,5,14,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,0.993911210021085,-0.001217757995783,-0.00608878997891499,0.0178880220536655,0.0179204990498514,0.958,0.0712245908671048,1,1000,1000,52.5111333333333,3.5919715513557,0,20260709,1000
90,5,14,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,0.997771569608657,-0.000445686078268642,-0.00222843039134321,0.014385940257202,0.0143856511109877,0.955,0.058167829773832,1,1000,1000,52.4879666666667,3.61973603437509,0,20260709,1000
120,5,14,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,0.998932525966033,-0.000213494806793502,-0.00106747403396751,0.0125681241338643,0.0125636525951853,0.96,0.0503371309485687,1,1000,1000,52.5093,3.61781620374627,0,20260709,1000
150,5,14,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,1.00025768797384,5.15375947683638e-05,0.000257687973841819,0.0112691610082022,0.0112636429259201,0.955,0.0450647156466738,1,1000,1000,52.4664533333333,3.6116455038155,0,20260709,1000
20,8,14,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,1.00317055771481,0.000634111542962168,0.00317055771481084,0.0254307081905634,0.025425898127764,0.936,0.096746593061394,1,1000,1000,83.97,4.5235366383503,0,20260709,1000
40,8,14,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,1.00126874957545,0.000253749915090168,0.00126874957545084,0.0173614905758002,0.0173546628511762,0.946,0.0684851372091834,1,1000,1000,84.0216,4.56515582438021,0,20260709,1000
60,8,14,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,0.99955531549499,-8.89369010019236e-05,-0.000444684505009618,0.0142964729475188,0.0142895996925301,0.956,0.0558649303124557,1,1000,1000,84.0602833333333,4.57289831962166,0,20260709,1000
90,8,14,0,Inf,0.75,0,0.3,0,"fixed",4,0.2,0.3,0.1,"fixed_4",1,0,1,0,0.997826186669473,-0.000434762666105454,-0.00217381333052727,0.0118191312535511,0.0118212178010947,0.953,0.0456554660685307,1,1000,1000,84.0046777777778,4.56652131274517,0,20260709,1000
