"N","lambda_bar","D","cv","cap","compliance","decay","phi","trigger_link","trigger_mode","model","beta1","beta_l2","beta_cross","grid","power","mcse_power","power_all","type_s","type_m","bias","rel_bias","emp_se","rmse","coverage","ci_width","conv_rate","R_converged","R_total","mean_n","sd_n","below_k","master_seed","R_requested"
120,2,3,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.333333333333333,0.192450089729875,0.002,0,2.57234780896565,0.0145622310373614,0.145622310373614,0.114898633254394,0.105893681787719,1,0.442900805779731,0.006,6,1000,4.502425,1.05252122642686,1,20260709,1000
150,2,3,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0,0,0,NA,NA,-0.051716759116407,-0.51716759116407,0.109988632204436,0.114209930453747,0.857142857142857,0.394118367272506,0.007,7,1000,4.50727333333333,1.05751383983068,1,20260709,1000
20,3,3,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.0904458598726115,0.0102370257364783,0.071,0.0779220779220779,4.94441647839047,0.00418455736782745,0.0418455736782745,0.213678037747617,0.213582889978775,0.935031847133758,0.800555967181104,0.785,785,1000,6.74205,1.2921363814757,1,20260709,1000
40,3,3,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.126676602086438,0.0128402798931772,0.085,0.0340909090909091,3.49764034327981,0.00809559278981709,0.0809559278981709,0.150566054062724,0.150671462659902,0.931445603576751,0.569261817613906,0.671,671,1000,6.7443,1.28702318995003,1,20260709,1000
60,3,3,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.153726708074534,0.0142130422619585,0.099,0.0198019801980198,2.96661462846775,0.00333061066014383,0.0333061066014383,0.124490330397556,0.124438219037599,0.936335403726708,0.462317763375986,0.644,644,1000,6.75043333333333,1.29108318234239,1,20260709,1000
90,3,3,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.176882661996497,0.0159681812490333,0.101,0.0194174757281553,2.46142239217093,0.00138539787792288,0.0138539787792288,0.0998742553743576,0.099796378165602,0.936952714535902,0.377997156397553,0.571,571,1000,6.7522,1.29258303238699,1,20260709,1000
120,3,3,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.260869565217391,0.0195207721106469,0.132,0,2.0545050130711,0.00296982596277029,0.0296982596277029,0.0839145870076238,0.0838842145991944,0.962450592885375,0.328463269359319,0.506,506,1000,6.74613333333333,1.29167813924078,1,20260709,1000
150,3,3,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.281059063136456,0.0202863847353836,0.138,0,1.94777538956909,0.00225819190147826,0.0225819190147826,0.0751115155654816,0.0750689609370999,0.945010183299389,0.293578198161417,0.491,491,1000,6.75223333333333,1.29710241922924,1,20260709,1000
20,5,3,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.097,0.00935900635751467,0.097,0.03,3.59320735541097,-0.000176382744596623,-0.00176382744596623,0.144792144036193,0.144719837342693,0.957,0.581129754520757,1,1000,1000,11.233,1.65699314288297,0.1492,20260709,1000
40,5,3,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.172,0.0119338174948337,0.172,0,2.54431182472972,0.00432580220113504,0.0432580220113504,0.101209511815476,0.101251343108763,0.96,0.407911265702905,1,1000,1000,11.242725,1.65838377341868,0.148375,20260709,1000
60,5,3,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.215,0.012991343271579,0.215,0.00462962962962963,2.13330444954191,-0.0015594845466592,-0.015594845466592,0.0852341214360801,0.0852057661990945,0.948,0.333301633883333,1,1000,1000,11.2545166666667,1.66823964050779,0.147833333333333,20260709,1000
90,5,3,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.32,0.0147512711316686,0.32,0,1.81805830467875,0.00394903596015972,0.0394903596015972,0.0695711719805174,0.0696484221485787,0.95,0.27147942388169,1,1000,1000,11.2534333333333,1.68013133583851,0.149688888888889,20260709,1000
120,5,3,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.383,0.0153724103510152,0.383,0,1.56127342547206,-0.00214607870653194,-0.0214607870653194,0.0593588259913588,0.059367940899647,0.952,0.235036874998006,1,1000,1000,11.2439333333333,1.67294043611172,0.150075,20260709,1000
150,5,3,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.461,0.0157632166768081,0.461,0,1.45970834069249,3.42894085564593e-05,0.000342894085564593,0.0540504408711295,0.0540234197729896,0.945,0.21012082828035,1,1000,1000,11.2507066666667,1.67026864235806,0.147593333333333,20260709,1000
20,8,3,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.131,0.0106695360723885,0.131,0.00757575757575758,2.76888030289188,0.000652034789171196,0.00652034789171196,0.109430106072071,0.109377320849416,0.948,0.440146829094527,1,1000,1000,18.0011,2.10161238809958,0.000150000000000001,20260709,1000
40,8,3,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.251,0.0137112727345057,0.251,0,1.997914954963,0.00039929746219812,0.0039929746219812,0.0781073787252698,0.0780693364079951,0.951,0.310428442180488,1,1000,1000,18.0013,2.10123771500986,0.00015,20260709,1000
60,8,3,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.355,0.0151319199046255,0.355,0.00280898876404494,1.70488760104698,0.000291551483576125,0.00291551483576125,0.0674160703936623,0.0673829846700448,0.944,0.253086997854912,1,1000,1000,18.0035,2.11710997646718,0.000183333333333333,20260709,1000
90,8,3,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.471,0.0157847711418316,0.471,0,1.45086584475822,-0.000362531609569394,-0.00362531609569394,0.0531714802668318,0.0531461243800548,0.952,0.206897831228033,1,1000,1000,17.9967555555556,2.12202130997823,1e-04,20260709,1000
120,8,3,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.564,0.0156813264745046,0.564,0,1.30745211736538,-0.00117680153108164,-0.0117680153108164,0.0455776879572483,0.0455700908023269,0.953,0.178903068554002,1,1000,1000,18.0014666666667,2.12154173760065,0.000133333333333334,20260709,1000
150,8,3,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.697,0.0145324120503102,0.697,0,1.20401998186035,0.000817466984875614,0.00817466984875614,0.0395066531325943,0.0394953556556812,0.961,0.159887228980684,1,1000,1000,18.00798,2.11316724572587,6.6666666666667e-05,20260709,1000
20,1,7,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.0878661087866109,0.0129486962973847,0.042,0.236363636363636,6.0872637389845,-0.0133174049238099,-0.133174049238099,0.282219263050244,0.282238265827053,0.905857740585774,0.956331512335017,0.478,478,1000,5.259,1.1311331639335,1,20260709,1000
40,1,7,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.0926640926640927,0.0180173081301853,0.024,0.111111111111111,4.09824861954368,0.0132771050556112,0.132771050556112,0.171902653773753,0.172083436774531,0.94980694980695,0.673160447177554,0.259,259,1000,5.25365,1.13422050598576,1,20260709,1000
60,1,7,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.10625,0.024361975687021,0.017,0.105263157894737,3.42196843731706,0.00396115936065317,0.0396115936065317,0.140516519686862,0.140132713923206,0.94375,0.553426619661389,0.16,160,1000,5.25285,1.14093839087374,1,20260709,1000
90,1,7,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.181818181818182,0.047475724351554,0.012,0,2.92393121671992,0.0117652411457888,0.117652411457888,0.12747478257506,0.127051295526336,0.924242424242424,0.456020902152634,0.066,66,1000,5.25154444444444,1.1434121127366,1,20260709,1000
120,1,7,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.25,0.0721687836487032,0.009,0,2.64492705121919,0.0112635434540355,0.112635434540355,0.123596329047481,0.122387030244169,0.888888888888889,0.392650495430345,0.036,36,1000,5.24846666666667,1.14284297731182,1,20260709,1000
150,1,7,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.2,0.103279555898864,0.003,0,2.42361707710266,0.0318976439156995,0.318976439156995,0.0655165235995826,0.0708781599717134,1,0.357004327290178,0.015,15,1000,5.24995333333333,1.1474531050412,1,20260709,1000
20,2,7,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.106106106106106,0.00974384641176173,0.106,0.0535714285714286,3.67313722574484,-0.00264467370826399,-0.0264467370826399,0.15666472832447,0.156608630012834,0.945945945945946,0.604015135187219,0.999,999,1000,10.4968,1.61817752091521,0.2599,20260709,1000
40,2,7,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.171,0.0119062588582644,0.171,0.0115606936416185,2.68505502340199,0.0040852499259208,0.040852499259208,0.110911372738572,0.110931152239166,0.95,0.426432960471285,1,1000,1000,10.50225,1.60435128104976,0.258275,20260709,1000
60,2,7,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.217,0.0130349913693872,0.217,0.00458715596330275,2.25057263888338,0.00239036915470105,0.0239036915470105,0.0908189756988043,0.0908050225776568,0.943,0.346677614431479,1,1000,1000,10.4911666666667,1.62064134401426,0.261033333333333,20260709,1000
90,2,7,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.312,0.0146511433000978,0.312,0.00319488817891374,1.83118869029703,0.00317406622316575,0.0317406622316575,0.0721729261403945,0.0722066273467209,0.955,0.284000584971182,1,1000,1000,10.5079555555556,1.61886358090376,0.257944444444444,20260709,1000
120,2,7,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.365,0.0152241584332271,0.365,0,1.63660773983733,-0.000211582346349423,-0.00211582346349423,0.0616120476657386,0.061581597415437,0.959,0.245352685394485,1,1000,1000,10.5060666666667,1.61782459665273,0.256341666666667,20260709,1000
150,2,7,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.408,0.0155414285057713,0.408,0,1.478386003777,-0.00362706416502774,-0.0362706416502774,0.0535536947790443,0.0536496581603255,0.961,0.219350112539842,1,1000,1000,10.4939133333333,1.61623164473262,0.260013333333333,20260709,1000
20,3,7,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.136,0.0108399261990108,0.136,0.0215827338129496,2.98295014312099,0.00234271258698733,0.0234271258698733,0.122833613559625,0.122794530927726,0.945,0.474602822047754,1,1000,1000,15.7738,1.95891173998189,0.00195,20260709,1000
40,3,7,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.204,0.0127429980773757,0.204,0.0048780487804878,2.19209949808709,0.00114288480293735,0.0114288480293735,0.084270258271045,0.0842358661041266,0.949,0.335271553898475,1,1000,1000,15.7468,1.97727100856673,0.001825,20260709,1000
60,3,7,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.32,0.0147512711316686,0.32,0.00311526479750779,1.8198745037449,0.00502181072240201,0.0502181072240201,0.0686028126718887,0.0687521501010651,0.96,0.273375240517491,1,1000,1000,15.762,1.98356897177866,0.0018,20260709,1000
90,3,7,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.431,0.0156601085564564,0.431,0,1.53491736749314,0.00300645957797091,0.0300645957797091,0.0556485895942409,0.0557019529056065,0.945,0.223281737236589,1,1000,1000,15.7603888888889,1.98081127926813,0.00158888888888889,20260709,1000
120,3,7,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.527,0.0157883184665119,0.527,0,1.35350272656182,-0.000745266414048346,-0.00745266414048346,0.0484097433133411,0.0483912715935821,0.947,0.192901281684036,1,1000,1000,15.7495666666667,1.98275066022663,0.00174166666666666,20260709,1000
150,3,7,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.622,0.0153334927527945,0.622,0,1.25405865445397,-0.000757806457048094,-0.00757806457048094,0.0437362694966181,0.0437209638370161,0.95,0.172566124644985,1,1000,1000,15.7576866666667,1.98163360477903,0.00164666666666667,20260709,1000
20,5,7,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.213,0.0129472390879291,0.213,0.00930232558139535,2.28004176070439,0.00561681446257155,0.0561681446257155,0.0911906421314954,0.091317939551049,0.943,0.357118800815333,1,1000,1000,26.2552,2.52863696133052,0,20260709,1000
40,5,7,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.339,0.0149692685192029,0.339,0,1.66687755720173,-0.00158915957696663,-0.0158915957696663,0.0626636590531939,0.0626524768858348,0.959,0.252031782592284,1,1000,1000,26.25565,2.53171694609727,0,20260709,1000
60,5,7,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.496,0.0158108823283206,0.496,0,1.44050184972923,0.00175824263694298,0.0175824263694298,0.0519375250607734,0.0519413170809077,0.956,0.205600725065445,1,1000,1000,26.2304833333333,2.54180411463702,0,20260709,1000
90,5,7,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.629,0.0152760924322943,0.629,0,1.23788684312853,-0.00140293383955309,-0.0140293383955309,0.042963491926688,0.042964915922811,0.947,0.167811511525891,1,1000,1000,26.2507222222222,2.55514626054681,0,20260709,1000
120,5,7,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.772,0.0132671021704063,0.772,0,1.14829258174911,0.0004902765617113,0.004902765617113,0.0360238472798983,0.0360091686432713,0.958,0.145414904571828,1,1000,1000,26.2559083333333,2.5577913668013,0,20260709,1000
150,5,7,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.842,0.0115341232870123,0.842,0,1.0941298881097,-1.21647964736599e-05,-0.000121647964736599,0.0334867086714306,0.0334699633398349,0.951,0.129893756424431,1,1000,1000,26.2582066666667,2.55917044737599,0,20260709,1000
20,8,7,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.303,0.0145324120503102,0.303,0,1.83493546037334,0.000850176727248284,0.00850176727248284,0.0716273609289916,0.0715965861985468,0.952,0.277745206344429,1,1000,1000,42.02515,3.18996899047089,0,20260709,1000
40,8,7,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.53,0.0157829021412413,0.53,0,1.38535585427359,0.000206114155370363,0.00206114155370363,0.0511566869511472,0.0511315176407164,0.939,0.196320151882119,1,1000,1000,42.007075,3.21548279004123,0,20260709,1000
60,8,7,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.709,0.0143638086871136,0.709,0,1.20518737863332,0.00158650510108267,0.0158650510108267,0.0392956738821566,0.0393080505024444,0.957,0.160165000668526,1,1000,1000,42.0168833333333,3.21413194807761,0,20260709,1000
90,8,7,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.858,0.0110379345894058,0.858,0,1.07848846874482,-0.000730274587310606,-0.00730274587310606,0.0329131674544542,0.0329048114455307,0.95,0.130639468106472,1,1000,1000,42.0183444444444,3.22673255010149,0,20260709,1000
120,8,7,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.916,0.00877177291087725,0.916,0,1.05249454186663,0.00027354947960688,0.0027354947960688,0.0296523484175527,0.0296387809166817,0.946,0.113287665235547,1,1000,1000,41.984875,3.23738243849591,0,20260709,1000
150,8,7,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.965,0.00581162627841812,0.965,0,1.01197421127076,-0.000900039852852932,-0.00900039852852932,0.025912548635802,0.0259152231007708,0.944,0.101217940327551,1,1000,1000,41.98988,3.22992968238855,0,20260709,1000
20,1,14,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.0903614457831325,0.00908440203538331,0.09,0.0217391304347826,3.74245828413747,0.00241131224995837,0.0241131224995837,0.151113905298015,0.15105727284817,0.947791164658635,0.60362013250108,0.996,996,1000,10.51995,1.59835442398441,0.25485,20260709,1000
40,1,14,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.155155155155155,0.0114548350590554,0.155,0.0127388535031847,2.70425194812283,-0.00131216900155891,-0.0131216900155891,0.110812098334221,0.110764395506732,0.941941941941942,0.427162527548789,0.999,999,1000,10.48435,1.61008353644616,0.26525,20260709,1000
60,1,14,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.212,0.0129250145067617,0.212,0.00469483568075117,2.20642152213899,0.00012803716131371,0.0012803716131371,0.0890184133412139,0.0889739851270476,0.95,0.347676805534934,1,1000,1000,10.4893333333333,1.61756158031311,0.260766666666667,20260709,1000
90,1,14,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.264,0.0139392969693597,0.264,0,1.85537151040411,-0.0036002195152009,-0.036002195152009,0.0724224466566966,0.0724757017870124,0.943,0.284067743491541,1,1000,1000,10.5030555555556,1.6173369363632,0.258155555555556,20260709,1000
120,1,14,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.343,0.0150116954405557,0.343,0,1.64172363525668,-0.00131848644078858,-0.0131848644078858,0.0612811907638805,0.0612647318087023,0.957,0.245316564844953,1,1000,1000,10.501675,1.62605192917666,0.259383333333333,20260709,1000
150,1,14,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.415,0.0155812387184075,0.415,0,1.53159819461949,-0.000558590640552248,-0.00558590640552248,0.0567535489087007,0.0567279152791839,0.947,0.219535621240231,1,1000,1000,10.50102,1.61729482961848,0.258186666666667,20260709,1000
20,2,14,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.156,0.0114744934528719,0.156,0.0126582278481013,2.49246927516467,-0.00319588124824235,-0.0319588124824235,0.102218833648533,0.102217683986025,0.957,0.404242568903099,1,1000,1000,20.99035,2.25841173579671,0,20260709,1000
40,2,14,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.269,0.0140228028582021,0.269,0.00738007380073801,1.91818126164999,-0.00136119704392487,-0.0136119704392487,0.0755629353490203,0.0755374099288164,0.942,0.284638318510055,1,1000,1000,20.999425,2.27860402553307,2.49999999999997e-05,20260709,1000
60,2,14,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.354,0.0151223014121528,0.354,0,1.6004489049584,-0.00203075531749995,-0.0203075531749995,0.0597290617045487,0.0597337192752405,0.941,0.232388814938882,1,1000,1000,20.9872,2.29104512843615,0,20260709,1000
90,2,14,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.547,0.0157413785927409,0.547,0,1.3565014930204,-0.000269403887402472,-0.00269403887402472,0.0494586851010709,0.0494346836628851,0.938,0.189320274262118,1,1000,1000,21.0014444444444,2.28434642984683,1.11111111111112e-05,20260709,1000
120,2,14,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.661,0.0149692685192029,0.661,0,1.21927905744473,-0.00159515702383545,-0.0159515702383545,0.0423137017459923,0.04232261135639,0.952,0.164170774416127,1,1000,1000,21.00175,2.29589458870846,0,20260709,1000
150,2,14,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.738,0.0139052508067996,0.738,0,1.13814177234366,-0.0023715553047714,-0.023715553047714,0.0371676058923393,0.0372246393052247,0.952,0.146863295471072,1,1000,1000,21.0036,2.28479878978856,0,20260709,1000
20,3,14,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.215,0.012991343271579,0.215,0,2.06920892028558,-0.00339808472006996,-0.0339808472006996,0.0826734263265377,0.0827019195963048,0.95,0.323457324919304,1,1000,1000,31.5153,2.76630667718022,0,20260709,1000
40,3,14,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.406,0.0155294558822903,0.406,0,1.58454541571883,0.00210774212399752,0.0210774212399752,0.0581855365634104,0.0581946190413518,0.949,0.228439369850317,1,1000,1000,31.49005,2.77678402734183,0,20260709,1000
60,3,14,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.535,0.0157726028289563,0.535,0,1.35399875216609,-0.00233729313938673,-0.0233729313938673,0.0505138197504424,0.0505426283350385,0.935,0.18632026024496,1,1000,1000,31.4979,2.80491947983268,0,20260709,1000
90,3,14,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.718,0.0142294061717276,0.718,0,1.19351309046844,0.000416023195430951,0.00416023195430951,0.0404246277370546,0.0404065520980311,0.936,0.152054800528811,1,1000,1000,31.5156777777778,2.80198646767849,0,20260709,1000
120,3,14,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.831,0.0118506961820815,0.831,0,1.08648258917814,-0.00156597259562372,-0.0156597259562372,0.034184949030755,0.0342037190911358,0.948,0.131767114181062,1,1000,1000,31.4902416666667,2.80110550069035,0,20260709,1000
150,3,14,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.893,0.00977501918156686,0.893,0,1.06140835349761,-0.000118960016133207,-0.00118960016133207,0.0305770097540314,0.0305619489473115,0.949,0.117880281038297,1,1000,1000,31.4942933333333,2.80675846593596,0,20260709,1000
20,5,14,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.362,0.0151972365909069,0.362,0,1.66429100068345,-0.000423768764850577,-0.00423768764850577,0.0642844866903215,0.0642537338508443,0.948,0.24735196961171,1,1000,1000,52.49375,3.55400645686325,0,20260709,1000
40,5,14,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.6,0.0154919333848297,0.6,0.00166389351081531,1.26745181196642,-0.00157998182515585,-0.0157998182515585,0.044550917366033,0.0445566582733127,0.961,0.174715409323841,1,1000,1000,52.499625,3.59791223717407,0,20260709,1000
60,5,14,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.782,0.0130566458173606,0.782,0,1.13607156687035,-6.76837283457021e-05,-0.000676837283457021,0.0365909852037234,0.0365727477648044,0.951,0.142475766609466,1,1000,1000,52.5006166666667,3.59234266624857,0,20260709,1000
90,5,14,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.918,0.00867617427210864,0.918,0,1.04121461319874,-0.000625454325758501,-0.00625454325758501,0.0299480871048374,0.0299396430578473,0.955,0.116256265379705,1,1000,1000,52.4954222222222,3.62152578790298,0,20260709,1000
120,5,14,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.976,0.00483983470792134,0.976,0,1.01666691063984,0.000221297405018014,0.00221297405018014,0.0253598569893523,0.0253481399064181,0.957,0.100726101669225,1,1000,1000,52.50255,3.61738767396093,0,20260709,1000
150,5,14,0,Inf,0.75,0,0.3,0,"fixed",6,0.2,0.3,0.1,"fixed_6",0.992,0.00281709069786544,0.992,0,1.00527448598528,1.13437969763153e-05,0.000113437969763153,0.0234245734887383,0.0234128610205567,0.946,0.0901105214580623,1,1000,1000,52.4936333333333,3.61052244174864,0,20260709,1000
